Vardas               Pavarde               ND1                 ND2                 ND3                 ND4                 ND5                 Egz.
Vardas435            Pavarde435            7                   10                  9                   7                   7                   2                   
Vardas436            Pavarde436            7                   8                   9                   1                   6                   4                   
Vardas437            Pavarde437            1                   5                   4                   8                   7                   7                   
Vardas438            Pavarde438            1                   6                   2                   1                   3                   4                   
Vardas439            Pavarde439            2                   10                  5                   2                   5                   9                   
Vardas440            Pavarde440            4                   1                   9                   4                   6                   7                   
Vardas441            Pavarde441            1                   5                   4                   7                   7                   9                   
Vardas442            Pavarde442            8                   8                   6                   2                   4                   4                   
Vardas443            Pavarde443            5                   3                   1                   2                   10                  1                   
Vardas444            Pavarde444            7                   8                   4                   3                   10                  1                   
Vardas445            Pavarde445            6                   3                   5                   5                   2                   5                   
Vardas446            Pavarde446            8                   7                   6                   7                   4                   6                   
Vardas447            Pavarde447            3                   5                   4                   5                   10                  10                  
Vardas448            Pavarde448            8                   2                   1                   10                  1                   3                   
Vardas449            Pavarde449            4                   3                   4                   8                   5                   2                   
Vardas450            Pavarde450            8                   7                   2                   4                   10                  9                   
Vardas451            Pavarde451            2                   1                   10                  2                   8                   10                  
Vardas452            Pavarde452            7                   1                   4                   8                   5                   7                   
Vardas453            Pavarde453            4                   3                   4                   3                   3                   10                  
Vardas454            Pavarde454            1                   8                   3                   9                   2                   1                   
Vardas455            Pavarde455            9                   10                  6                   5                   9                   2                   
Vardas456            Pavarde456            10                  1                   5                   6                   5                   2                   
Vardas457            Pavarde457            2                   2                   9                   3                   9                   2                   
Vardas458            Pavarde458            4                   5                   6                   5                   4                   1                   
Vardas459            Pavarde459            2                   2                   4                   5                   10                  3                   
Vardas460            Pavarde460            1                   10                  8                   10                  1                   1                   
Vardas461            Pavarde461            4                   8                   3                   10                  1                   1                   
Vardas462            Pavarde462            5                   2                   3                   1                   3                   4                   
Vardas463            Pavarde463            2                   7                   4                   1                   10                  10                  
Vardas464            Pavarde464            7                   8                   6                   9                   9                   10                  
Vardas465            Pavarde465            6                   4                   3                   4                   9                   3                   
Vardas466            Pavarde466            1                   10                  8                   8                   8                   5                   
Vardas467            Pavarde467            7                   6                   1                   6                   9                   3                   
Vardas468            Pavarde468            7                   9                   1                   3                   5                   2                   
Vardas469            Pavarde469            1                   2                   5                   9                   7                   5                   
Vardas470            Pavarde470            5                   10                  1                   3                   2                   1                   
Vardas471            Pavarde471            2                   8                   2                   8                   10                  1                   
Vardas472            Pavarde472            4                   4                   5                   10                  1                   3                   
Vardas473            Pavarde473            1                   7                   7                   2                   10                  5                   
Vardas474            Pavarde474            10                  9                   10                  1                   10                  1                   
Vardas475            Pavarde475            4                   3                   4                   4                   8                   10                  
Vardas476            Pavarde476            2                   6                   4                   8                   2                   10                  
Vardas477            Pavarde477            4                   7                   9                   9                   6                   7                   
Vardas478            Pavarde478            6                   1                   9                   4                   3                   6                   
Vardas479            Pavarde479            4                   7                   10                  7                   10                  6                   
Vardas480            Pavarde480            5                   8                   8                   4                   6                   3                   
Vardas481            Pavarde481            5                   7                   2                   9                   8                   1                   
Vardas482            Pavarde482            8                   8                   10                  4                   7                   2                   
Vardas483            Pavarde483            9                   4                   2                   5                   4                   7                   
Vardas484            Pavarde484            5                   1                   8                   1                   7                   9                   
Vardas485            Pavarde485            4                   9                   9                   6                   3                   9                   
Vardas486            Pavarde486            4                   2                   8                   5                   6                   9                   
Vardas487            Pavarde487            7                   10                  4                   6                   7                   7                   
Vardas488            Pavarde488            9                   9                   4                   4                   8                   1                   
Vardas489            Pavarde489            5                   3                   8                   4                   9                   9                   
Vardas490            Pavarde490            3                   9                   5                   7                   9                   7                   
Vardas491            Pavarde491            10                  10                  5                   4                   1                   6                   
Vardas492            Pavarde492            3                   1                   5                   6                   1                   1                   
Vardas493            Pavarde493            1                   7                   4                   1                   6                   5                   
Vardas494            Pavarde494            5                   6                   3                   3                   3                   8                   
Vardas495            Pavarde495            5                   7                   4                   5                   7                   9                   
Vardas496            Pavarde496            8                   6                   2                   10                  10                  7                   
Vardas497            Pavarde497            9                   3                   9                   7                   7                   6                   
Vardas498            Pavarde498            9                   3                   3                   9                   7                   5                   
Vardas499            Pavarde499            2                   4                   5                   3                   1                   4                   
Vardas500            Pavarde500            2                   6                   10                  6                   5                   7                   
Vardas501            Pavarde501            5                   2                   9                   9                   4                   10                  
Vardas502            Pavarde502            6                   1                   2                   2                   5                   7                   
Vardas503            Pavarde503            9                   3                   9                   9                   2                   9                   
Vardas504            Pavarde504            10                  7                   1                   1                   10                  4                   
Vardas505            Pavarde505            2                   10                  4                   2                   6                   4                   
Vardas506            Pavarde506            9                   8                   10                  6                   8                   4                   
Vardas507            Pavarde507            3                   2                   7                   9                   5                   6                   
Vardas508            Pavarde508            7                   2                   1                   4                   4                   4                   
Vardas509            Pavarde509            4                   5                   3                   7                   7                   2                   
Vardas510            Pavarde510            7                   3                   8                   7                   3                   2                   
Vardas511            Pavarde511            8                   1                   7                   4                   6                   6                   
Vardas512            Pavarde512            2                   2                   2                   10                  5                   10                  
Vardas513            Pavarde513            6                   10                  1                   1                   2                   10                  
Vardas514            Pavarde514            7                   1                   9                   8                   4                   9                   
Vardas515            Pavarde515            10                  1                   6                   2                   4                   3                   
Vardas516            Pavarde516            3                   4                   10                  6                   8                   6                   
Vardas517            Pavarde517            6                   7                   10                  5                   8                   8                   
Vardas518            Pavarde518            4                   6                   8                   9                   6                   8                   
Vardas519            Pavarde519            5                   7                   3                   9                   4                   6                   
Vardas520            Pavarde520            2                   3                   9                   2                   4                   10                  
Vardas521            Pavarde521            9                   6                   7                   10                  10                  2                   
Vardas522            Pavarde522            3                   5                   9                   5                   8                   8                   
Vardas523            Pavarde523            4                   4                   7                   10                  5                   9                   
Vardas524            Pavarde524            4                   10                  10                  1                   2                   6                   
Vardas525            Pavarde525            9                   4                   6                   8                   6                   4                   
Vardas526            Pavarde526            3                   10                  2                   3                   8                   2                   
Vardas527            Pavarde527            7                   6                   9                   5                   1                   1                   
Vardas528            Pavarde528            8                   4                   9                   2                   2                   9                   
Vardas529            Pavarde529            2                   1                   10                  2                   1                   9                   
Vardas530            Pavarde530            3                   8                   2                   10                  10                  7                   
Vardas531            Pavarde531            2                   7                   9                   5                   10                  4                   
Vardas532            Pavarde532            9                   10                  3                   7                   9                   6                   
Vardas533            Pavarde533            1                   8                   8                   5                   6                   7                   
Vardas534            Pavarde534            6                   9                   1                   1                   10                  2                   
Vardas535            Pavarde535            7                   9                   8                   6                   9                   3                   
Vardas536            Pavarde536            3                   7                   1                   3                   4                   10                  
Vardas537            Pavarde537            6                   4                   1                   5                   4                   10                  
Vardas538            Pavarde538            5                   2                   5                   7                   1                   3                   
Vardas539            Pavarde539            4                   7                   1                   7                   10                  3                   
Vardas540            Pavarde540            8                   7                   6                   4                   1                   7                   
Vardas541            Pavarde541            8                   7                   1                   10                  9                   3                   
Vardas542            Pavarde542            1                   4                   5                   5                   6                   9                   
Vardas543            Pavarde543            5                   2                   10                  2                   4                   3                   
Vardas544            Pavarde544            2                   5                   5                   6                   7                   8                   
Vardas545            Pavarde545            9                   5                   10                  9                   8                   9                   
Vardas546            Pavarde546            2                   6                   8                   7                   5                   2                   
Vardas547            Pavarde547            5                   2                   8                   3                   8                   4                   
Vardas548            Pavarde548            4                   3                   6                   10                  1                   1                   
Vardas549            Pavarde549            5                   5                   2                   5                   3                   7                   
Vardas550            Pavarde550            10                  4                   9                   8                   7                   1                   
Vardas551            Pavarde551            6                   6                   3                   6                   9                   10                  
Vardas552            Pavarde552            4                   2                   10                  9                   6                   2                   
Vardas553            Pavarde553            1                   8                   8                   5                   6                   8                   
Vardas554            Pavarde554            4                   8                   5                   7                   6                   1                   
Vardas555            Pavarde555            1                   9                   2                   1                   5                   10                  
Vardas556            Pavarde556            6                   6                   3                   4                   2                   5                   
Vardas557            Pavarde557            2                   2                   10                  7                   6                   7                   
Vardas558            Pavarde558            4                   1                   8                   4                   10                  7                   
Vardas559            Pavarde559            2                   10                  3                   9                   8                   3                   
Vardas560            Pavarde560            8                   7                   1                   7                   7                   7                   
Vardas561            Pavarde561            2                   2                   3                   9                   9                   3                   
Vardas562            Pavarde562            3                   2                   9                   3                   2                   10                  
Vardas563            Pavarde563            6                   7                   8                   8                   5                   5                   
Vardas564            Pavarde564            9                   5                   9                   3                   4                   2                   
Vardas565            Pavarde565            1                   4                   4                   5                   10                  1                   
Vardas566            Pavarde566            6                   9                   8                   5                   10                  1                   
Vardas567            Pavarde567            9                   4                   10                  4                   4                   2                   
Vardas568            Pavarde568            8                   8                   8                   3                   10                  8                   
Vardas569            Pavarde569            5                   8                   10                  6                   5                   1                   
Vardas570            Pavarde570            2                   8                   4                   5                   4                   4                   
Vardas571            Pavarde571            7                   7                   6                   3                   10                  3                   
Vardas572            Pavarde572            8                   2                   8                   3                   2                   6                   
Vardas573            Pavarde573            7                   9                   7                   8                   5                   5                   
Vardas574            Pavarde574            2                   2                   8                   4                   9                   6                   
Vardas575            Pavarde575            7                   7                   6                   10                  6                   6                   
Vardas576            Pavarde576            1                   2                   4                   6                   6                   6                   
Vardas577            Pavarde577            2                   10                  1                   10                  1                   2                   
Vardas578            Pavarde578            4                   8                   9                   1                   8                   2                   
Vardas579            Pavarde579            1                   8                   3                   10                  3                   3                   
Vardas580            Pavarde580            1                   1                   4                   5                   8                   7                   
Vardas581            Pavarde581            9                   10                  9                   6                   10                  7                   
Vardas582            Pavarde582            2                   8                   4                   6                   3                   1                   
Vardas583            Pavarde583            1                   9                   1                   7                   10                  5                   
Vardas584            Pavarde584            2                   1                   1                   3                   9                   3                   
Vardas585            Pavarde585            4                   6                   5                   6                   8                   7                   
Vardas586            Pavarde586            1                   2                   2                   8                   9                   4                   
Vardas587            Pavarde587            5                   9                   5                   10                  4                   5                   
Vardas588            Pavarde588            2                   2                   7                   7                   6                   7                   
Vardas589            Pavarde589            5                   6                   7                   8                   4                   8                   
Vardas590            Pavarde590            4                   8                   9                   9                   1                   3                   
Vardas591            Pavarde591            8                   7                   5                   6                   4                   9                   
Vardas592            Pavarde592            3                   7                   3                   1                   2                   5                   
Vardas593            Pavarde593            4                   8                   6                   8                   1                   1                   
Vardas594            Pavarde594            4                   3                   9                   2                   6                   2                   
Vardas595            Pavarde595            10                  3                   8                   7                   5                   6                   
Vardas596            Pavarde596            3                   10                  1                   1                   4                   9                   
Vardas597            Pavarde597            5                   10                  6                   5                   6                   8                   
Vardas598            Pavarde598            3                   7                   1                   8                   7                   5                   
Vardas599            Pavarde599            10                  1                   2                   10                  5                   6                   
Vardas600            Pavarde600            1                   5                   5                   10                  5                   2                   
Vardas601            Pavarde601            6                   4                   5                   3                   7                   10                  
Vardas602            Pavarde602            3                   8                   10                  3                   5                   3                   
Vardas603            Pavarde603            4                   6                   4                   2                   9                   6                   
Vardas604            Pavarde604            2                   4                   2                   1                   8                   6                   
Vardas605            Pavarde605            6                   3                   10                  8                   8                   8                   
Vardas606            Pavarde606            5                   2                   3                   2                   10                  4                   
Vardas607            Pavarde607            3                   1                   2                   6                   10                  5                   
Vardas608            Pavarde608            7                   10                  7                   5                   5                   4                   
Vardas609            Pavarde609            9                   10                  10                  3                   5                   9                   
Vardas610            Pavarde610            4                   2                   7                   1                   2                   4                   
Vardas611            Pavarde611            10                  1                   2                   8                   2                   6                   
Vardas612            Pavarde612            4                   8                   6                   7                   2                   6                   
Vardas613            Pavarde613            3                   7                   10                  3                   9                   2                   
Vardas614            Pavarde614            7                   8                   10                  7                   7                   1                   
Vardas615            Pavarde615            4                   9                   2                   5                   6                   1                   
Vardas616            Pavarde616            2                   1                   3                   4                   4                   3                   
Vardas617            Pavarde617            10                  6                   5                   1                   7                   2                   
Vardas618            Pavarde618            6                   2                   9                   3                   1                   7                   
Vardas619            Pavarde619            2                   5                   6                   7                   7                   10                  
Vardas620            Pavarde620            5                   10                  6                   2                   10                  4                   
Vardas621            Pavarde621            8                   4                   9                   6                   1                   5                   
Vardas622            Pavarde622            7                   4                   8                   1                   3                   2                   
Vardas623            Pavarde623            10                  7                   4                   3                   3                   7                   
Vardas624            Pavarde624            3                   4                   8                   1                   6                   4                   
Vardas625            Pavarde625            2                   9                   8                   10                  6                   3                   
Vardas626            Pavarde626            10                  6                   1                   4                   8                   8                   
Vardas627            Pavarde627            6                   6                   10                  5                   4                   7                   
Vardas628            Pavarde628            9                   1                   2                   1                   9                   7                   
Vardas629            Pavarde629            7                   9                   6                   4                   8                   4                   
Vardas630            Pavarde630            10                  10                  3                   8                   8                   2                   
Vardas631            Pavarde631            3                   1                   8                   10                  9                   2                   
Vardas632            Pavarde632            10                  3                   1                   5                   3                   9                   
Vardas633            Pavarde633            4                   2                   4                   4                   9                   10                  
Vardas634            Pavarde634            2                   2                   7                   3                   2                   3                   
Vardas635            Pavarde635            10                  1                   9                   5                   8                   6                   
Vardas636            Pavarde636            9                   2                   10                  4                   7                   6                   
Vardas637            Pavarde637            9                   3                   8                   9                   4                   5                   
Vardas638            Pavarde638            7                   10                  6                   3                   8                   1                   
Vardas639            Pavarde639            2                   4                   4                   2                   9                   10                  
Vardas640            Pavarde640            7                   10                  1                   3                   2                   2                   
Vardas641            Pavarde641            6                   1                   6                   8                   9                   9                   
Vardas642            Pavarde642            4                   9                   1                   7                   4                   9                   
Vardas643            Pavarde643            7                   7                   10                  7                   4                   7                   
Vardas644            Pavarde644            2                   9                   10                  7                   3                   8                   
Vardas645            Pavarde645            4                   6                   7                   5                   10                  1                   
Vardas646            Pavarde646            8                   9                   4                   1                   1                   8                   
Vardas647            Pavarde647            1                   7                   6                   2                   10                  1                   
Vardas648            Pavarde648            4                   8                   6                   6                   7                   5                   
Vardas649            Pavarde649            6                   1                   1                   9                   7                   5                   
Vardas650            Pavarde650            1                   10                  7                   6                   4                   3                   
Vardas651            Pavarde651            3                   6                   10                  5                   10                  10                  
Vardas652            Pavarde652            2                   1                   8                   3                   10                  4                   
Vardas653            Pavarde653            6                   5                   10                  9                   4                   10                  
Vardas654            Pavarde654            9                   6                   6                   4                   9                   3                   
Vardas655            Pavarde655            1                   3                   3                   6                   9                   5                   
Vardas656            Pavarde656            2                   3                   8                   3                   2                   3                   
Vardas657            Pavarde657            5                   1                   9                   2                   6                   2                   
Vardas658            Pavarde658            4                   2                   1                   9                   2                   1                   
Vardas659            Pavarde659            6                   2                   1                   2                   8                   5                   
Vardas660            Pavarde660            4                   2                   1                   3                   5                   2                   
Vardas661            Pavarde661            2                   2                   2                   3                   10                  9                   
Vardas662            Pavarde662            7                   4                   7                   8                   5                   4                   
Vardas663            Pavarde663            6                   2                   8                   2                   7                   6                   
Vardas664            Pavarde664            3                   7                   3                   3                   8                   6                   
Vardas665            Pavarde665            4                   4                   5                   10                  10                  1                   
Vardas666            Pavarde666            4                   10                  5                   9                   4                   2                   
Vardas667            Pavarde667            8                   3                   2                   9                   9                   3                   
Vardas668            Pavarde668            3                   5                   1                   1                   4                   8                   
Vardas669            Pavarde669            2                   10                  7                   8                   10                  5                   
Vardas670            Pavarde670            8                   5                   2                   10                  1                   6                   
Vardas671            Pavarde671            7                   5                   10                  8                   3                   6                   
Vardas672            Pavarde672            7                   10                  10                  9                   5                   7                   
Vardas673            Pavarde673            9                   3                   1                   10                  3                   8                   
Vardas674            Pavarde674            3                   1                   4                   3                   10                  8                   
Vardas675            Pavarde675            3                   5                   9                   1                   4                   6                   
Vardas676            Pavarde676            5                   6                   5                   10                  8                   3                   
Vardas677            Pavarde677            6                   7                   6                   5                   4                   4                   
Vardas678            Pavarde678            3                   9                   10                  6                   1                   7                   
Vardas679            Pavarde679            1                   10                  1                   4                   4                   3                   
Vardas680            Pavarde680            4                   8                   2                   3                   7                   1                   
Vardas681            Pavarde681            3                   3                   1                   2                   2                   1                   
Vardas682            Pavarde682            4                   3                   1                   3                   3                   1                   
Vardas683            Pavarde683            6                   1                   1                   10                  3                   9                   
Vardas684            Pavarde684            1                   2                   3                   1                   3                   2                   
Vardas685            Pavarde685            2                   3                   10                  6                   4                   7                   
Vardas686            Pavarde686            10                  8                   6                   1                   8                   3                   
Vardas687            Pavarde687            6                   2                   5                   8                   8                   5                   
Vardas688            Pavarde688            6                   4                   10                  8                   4                   8                   
Vardas689            Pavarde689            1                   8                   5                   6                   9                   5                   
Vardas690            Pavarde690            2                   10                  7                   6                   7                   6                   
Vardas691            Pavarde691            2                   3                   3                   10                  2                   6                   
Vardas692            Pavarde692            5                   10                  8                   3                   4                   9                   
Vardas693            Pavarde693            6                   6                   2                   1                   8                   1                   
Vardas694            Pavarde694            8                   8                   10                  1                   3                   10                  
Vardas695            Pavarde695            8                   7                   8                   8                   1                   1                   
Vardas696            Pavarde696            10                  5                   10                  3                   6                   2                   
Vardas697            Pavarde697            3                   6                   10                  6                   2                   3                   
Vardas698            Pavarde698            7                   3                   3                   8                   6                   2                   
Vardas699            Pavarde699            4                   1                   8                   1                   4                   3                   
Vardas700            Pavarde700            7                   1                   8                   4                   1                   8                   
Vardas701            Pavarde701            3                   1                   10                  8                   8                   6                   
Vardas702            Pavarde702            10                  10                  2                   1                   7                   7                   
Vardas703            Pavarde703            5                   6                   3                   2                   9                   4                   
Vardas704            Pavarde704            10                  6                   1                   8                   9                   3                   
Vardas705            Pavarde705            3                   8                   8                   3                   1                   5                   
Vardas706            Pavarde706            7                   6                   10                  6                   8                   8                   
Vardas707            Pavarde707            9                   2                   4                   10                  8                   10                  
Vardas708            Pavarde708            6                   5                   7                   7                   10                  9                   
Vardas709            Pavarde709            5                   5                   10                  9                   5                   2                   
Vardas710            Pavarde710            5                   4                   8                   6                   10                  2                   
Vardas711            Pavarde711            7                   2                   2                   4                   2                   1                   
Vardas712            Pavarde712            8                   1                   9                   6                   7                   5                   
Vardas713            Pavarde713            2                   5                   3                   3                   8                   5                   
Vardas714            Pavarde714            6                   1                   4                   9                   5                   8                   
Vardas715            Pavarde715            6                   7                   6                   8                   5                   10                  
Vardas716            Pavarde716            4                   10                  8                   2                   10                  3                   
Vardas717            Pavarde717            9                   3                   4                   7                   8                   3                   
Vardas718            Pavarde718            6                   6                   2                   6                   4                   6                   
Vardas719            Pavarde719            9                   9                   1                   9                   2                   9                   
Vardas720            Pavarde720            10                  2                   3                   4                   6                   7                   
Vardas721            Pavarde721            2                   5                   9                   9                   2                   5                   
Vardas722            Pavarde722            9                   4                   3                   4                   7                   4                   
Vardas723            Pavarde723            1                   8                   5                   8                   10                  5                   
Vardas724            Pavarde724            10                  10                  10                  7                   8                   3                   
Vardas725            Pavarde725            1                   3                   8                   10                  3                   9                   
Vardas726            Pavarde726            9                   3                   8                   7                   2                   1                   
Vardas727            Pavarde727            2                   9                   5                   5                   6                   9                   
Vardas728            Pavarde728            4                   6                   2                   8                   9                   9                   
Vardas729            Pavarde729            7                   4                   6                   4                   6                   2                   
Vardas730            Pavarde730            2                   10                  6                   9                   9                   9                   
Vardas731            Pavarde731            10                  4                   9                   5                   1                   2                   
Vardas732            Pavarde732            6                   1                   7                   8                   3                   10                  
Vardas733            Pavarde733            4                   3                   2                   9                   6                   3                   
Vardas734            Pavarde734            8                   4                   3                   5                   9                   10                  
Vardas735            Pavarde735            8                   7                   8                   9                   4                   2                   
Vardas736            Pavarde736            8                   4                   2                   10                  7                   5                   
Vardas737            Pavarde737            3                   4                   7                   3                   4                   7                   
Vardas738            Pavarde738            4                   7                   1                   8                   9                   10                  
Vardas739            Pavarde739            3                   1                   6                   10                  10                  7                   
Vardas740            Pavarde740            6                   8                   7                   4                   10                  2                   
Vardas741            Pavarde741            5                   1                   3                   8                   7                   4                   
Vardas742            Pavarde742            7                   6                   7                   10                  1                   3                   
Vardas743            Pavarde743            8                   2                   10                  3                   1                   6                   
Vardas744            Pavarde744            6                   10                  8                   9                   6                   5                   
Vardas745            Pavarde745            7                   8                   1                   10                  5                   9                   
Vardas746            Pavarde746            10                  2                   8                   8                   3                   10                  
Vardas747            Pavarde747            2                   1                   8                   2                   5                   3                   
Vardas748            Pavarde748            9                   4                   8                   9                   10                  10                  
Vardas749            Pavarde749            7                   3                   2                   5                   9                   3                   
Vardas750            Pavarde750            8                   2                   5                   4                   6                   8                   
Vardas751            Pavarde751            8                   10                  4                   10                  3                   2                   
Vardas752            Pavarde752            9                   5                   1                   3                   10                  7                   
Vardas753            Pavarde753            8                   2                   6                   10                  4                   7                   
Vardas754            Pavarde754            1                   3                   7                   5                   7                   3                   
Vardas755            Pavarde755            1                   3                   2                   7                   4                   8                   
Vardas756            Pavarde756            8                   2                   3                   3                   5                   9                   
Vardas757            Pavarde757            9                   9                   5                   5                   3                   10                  
Vardas758            Pavarde758            5                   1                   6                   1                   1                   1                   
Vardas759            Pavarde759            1                   5                   2                   1                   8                   7                   
Vardas760            Pavarde760            9                   1                   9                   8                   5                   10                  
Vardas761            Pavarde761            10                  8                   7                   4                   2                   5                   
Vardas762            Pavarde762            10                  1                   9                   10                  4                   3                   
Vardas763            Pavarde763            9                   1                   7                   2                   3                   2                   
Vardas764            Pavarde764            6                   8                   3                   10                  7                   9                   
Vardas765            Pavarde765            6                   6                   9                   6                   5                   3                   
Vardas766            Pavarde766            6                   10                  8                   5                   9                   9                   
Vardas767            Pavarde767            7                   9                   5                   10                  8                   3                   
Vardas768            Pavarde768            9                   6                   2                   4                   1                   4                   
Vardas769            Pavarde769            6                   9                   2                   5                   6                   4                   
Vardas770            Pavarde770            4                   10                  8                   7                   7                   5                   
Vardas771            Pavarde771            7                   1                   5                   2                   1                   10                  
Vardas772            Pavarde772            4                   10                  8                   9                   1                   9                   
Vardas773            Pavarde773            5                   1                   1                   3                   2                   8                   
Vardas774            Pavarde774            10                  10                  3                   3                   7                   8                   
Vardas775            Pavarde775            2                   1                   4                   3                   5                   9                   
Vardas776            Pavarde776            7                   9                   8                   3                   9                   8                   
Vardas777            Pavarde777            2                   3                   8                   10                  3                   1                   
Vardas778            Pavarde778            3                   2                   5                   6                   10                  3                   
Vardas779            Pavarde779            7                   9                   10                  2                   5                   10                  
Vardas780            Pavarde780            2                   10                  7                   7                   6                   1                   
Vardas781            Pavarde781            6                   8                   9                   8                   4                   8                   
Vardas782            Pavarde782            7                   4                   8                   7                   10                  2                   
Vardas783            Pavarde783            10                  8                   7                   5                   9                   8                   
Vardas784            Pavarde784            1                   2                   6                   10                  4                   8                   
Vardas785            Pavarde785            8                   1                   5                   9                   5                   5                   
Vardas786            Pavarde786            10                  10                  8                   8                   5                   5                   
Vardas787            Pavarde787            2                   5                   9                   3                   6                   1                   
Vardas788            Pavarde788            1                   5                   7                   7                   8                   7                   
Vardas789            Pavarde789            10                  4                   3                   6                   6                   7                   
Vardas790            Pavarde790            8                   1                   4                   4                   9                   4                   
Vardas791            Pavarde791            7                   1                   8                   10                  8                   2                   
Vardas792            Pavarde792            5                   1                   9                   2                   7                   6                   
Vardas793            Pavarde793            2                   10                  10                  9                   5                   6                   
Vardas794            Pavarde794            1                   7                   6                   8                   5                   2                   
Vardas795            Pavarde795            6                   7                   8                   2                   5                   1                   
Vardas796            Pavarde796            3                   3                   6                   10                  9                   2                   
Vardas797            Pavarde797            1                   8                   2                   10                  9                   8                   
Vardas798            Pavarde798            5                   6                   10                  1                   9                   1                   
Vardas799            Pavarde799            7                   2                   3                   10                  4                   10                  
Vardas800            Pavarde800            1                   7                   8                   9                   1                   10                  
Vardas801            Pavarde801            2                   8                   10                  4                   8                   6                   
Vardas802            Pavarde802            6                   6                   1                   5                   2                   9                   
Vardas803            Pavarde803            8                   9                   4                   5                   7                   5                   
Vardas804            Pavarde804            2                   4                   10                  7                   8                   2                   
Vardas805            Pavarde805            9                   5                   4                   9                   6                   10                  
Vardas806            Pavarde806            4                   2                   1                   4                   7                   2                   
Vardas807            Pavarde807            9                   1                   5                   10                  7                   9                   
Vardas808            Pavarde808            3                   7                   10                  5                   3                   2                   
Vardas809            Pavarde809            10                  8                   5                   10                  1                   5                   
Vardas810            Pavarde810            4                   8                   8                   4                   5                   3                   
Vardas811            Pavarde811            3                   10                  10                  2                   6                   3                   
Vardas812            Pavarde812            8                   9                   10                  6                   5                   2                   
Vardas813            Pavarde813            9                   8                   6                   3                   3                   4                   
Vardas814            Pavarde814            1                   2                   5                   6                   1                   6                   
Vardas815            Pavarde815            5                   7                   7                   2                   6                   5                   
Vardas816            Pavarde816            7                   8                   10                  3                   7                   10                  
Vardas817            Pavarde817            2                   8                   1                   6                   5                   3                   
Vardas818            Pavarde818            5                   3                   9                   7                   5                   5                   
Vardas819            Pavarde819            1                   1                   3                   3                   1                   8                   
Vardas820            Pavarde820            3                   4                   6                   1                   10                  4                   
Vardas821            Pavarde821            8                   7                   6                   3                   3                   4                   
Vardas822            Pavarde822            6                   4                   6                   8                   9                   1                   
Vardas823            Pavarde823            6                   1                   7                   10                  10                  2                   
Vardas824            Pavarde824            10                  5                   2                   10                  7                   4                   
Vardas825            Pavarde825            9                   7                   10                  10                  1                   9                   
Vardas826            Pavarde826            9                   2                   5                   6                   2                   10                  
Vardas827            Pavarde827            5                   2                   3                   5                   2                   4                   
Vardas828            Pavarde828            7                   1                   8                   2                   2                   2                   
Vardas829            Pavarde829            10                  8                   4                   3                   7                   3                   
Vardas830            Pavarde830            8                   6                   2                   2                   4                   6                   
Vardas831            Pavarde831            2                   4                   8                   8                   5                   9                   
Vardas832            Pavarde832            7                   7                   7                   7                   6                   3                   
Vardas833            Pavarde833            3                   2                   10                  5                   9                   3                   
Vardas834            Pavarde834            5                   3                   4                   5                   5                   6                   
Vardas835            Pavarde835            2                   10                  3                   3                   10                  9                   
Vardas836            Pavarde836            5                   8                   4                   9                   10                  10                  
Vardas837            Pavarde837            7                   5                   6                   5                   3                   1                   
Vardas838            Pavarde838            5                   4                   9                   2                   2                   8                   
Vardas839            Pavarde839            5                   4                   3                   9                   3                   3                   
Vardas840            Pavarde840            4                   8                   7                   6                   3                   4                   
Vardas841            Pavarde841            10                  9                   9                   3                   7                   2                   
Vardas842            Pavarde842            8                   2                   5                   2                   3                   4                   
Vardas843            Pavarde843            8                   2                   7                   5                   5                   2                   
Vardas844            Pavarde844            10                  3                   8                   5                   8                   6                   
Vardas845            Pavarde845            7                   5                   4                   2                   2                   1                   
Vardas846            Pavarde846            7                   2                   8                   6                   8                   3                   
Vardas847            Pavarde847            2                   4                   1                   6                   7                   8                   
Vardas848            Pavarde848            3                   3                   8                   5                   9                   6                   
Vardas849            Pavarde849            5                   7                   8                   6                   9                   1                   
Vardas850            Pavarde850            2                   10                  10                  1                   2                   1                   
Vardas851            Pavarde851            3                   3                   1                   7                   2                   3                   
Vardas852            Pavarde852            9                   7                   8                   8                   10                  4                   
Vardas853            Pavarde853            1                   7                   5                   1                   9                   3                   
Vardas854            Pavarde854            6                   10                  10                  7                   4                   9                   
Vardas855            Pavarde855            6                   3                   1                   10                  8                   4                   
Vardas856            Pavarde856            3                   9                   8                   7                   6                   5                   
Vardas857            Pavarde857            8                   6                   6                   8                   1                   6                   
Vardas858            Pavarde858            1                   10                  9                   4                   8                   9                   
Vardas859            Pavarde859            10                  3                   4                   8                   9                   10                  
Vardas860            Pavarde860            4                   1                   10                  8                   2                   6                   
Vardas861            Pavarde861            3                   3                   5                   10                  8                   8                   
Vardas862            Pavarde862            7                   4                   9                   4                   5                   2                   
Vardas863            Pavarde863            9                   1                   8                   3                   3                   8                   
Vardas864            Pavarde864            8                   9                   1                   2                   3                   5                   
Vardas865            Pavarde865            5                   2                   9                   7                   5                   3                   
Vardas866            Pavarde866            5                   5                   3                   7                   9                   10                  
Vardas867            Pavarde867            9                   6                   6                   10                  4                   3                   
Vardas868            Pavarde868            5                   4                   8                   3                   6                   3                   
Vardas869            Pavarde869            3                   3                   5                   10                  4                   3                   
Vardas870            Pavarde870            6                   2                   5                   7                   1                   5                   
